engine,group,id,mass_before_kg,mass_after_kg,actual_length_before_m,actual_length_after_m,center_from_grip_after_m,moment_of_inertia_after_kg_m2,grip_to_tip_after_m,review_scope
browser,browser,german-self-bow-1544,0.8015450121807952,0.8015450121807952,1.9286459506039373,1.9286459506039373,-0.005881054517550934,0.14858180873678584,0.964254779336411,Named/default recipe; see historical assessment for provenance
browser,browser,composite-recurve-bow-1544,0.8348717642842368,0.8348717642842368,1.4415477359073923,1.4415477359073923,-0.004765033835391193,0.10483673622199323,0.7206812177002118,Named/default recipe; see historical assessment for provenance
browser,browser,flight-arrow-1544,0.04629972424481027,0.04629972424481027,0.8280000000000001,0.8280000000000001,0.4310654387438752,0.012006296833608423,0.81,Named/default recipe; see historical assessment for provenance
browser,browser,arrow-quiver-1544,0.5647532564386616,0.5647532564386616,0.606,0.606,0.3398248619436413,0.08434994373293761,0.606,Named/default recipe; see historical assessment for provenance
browser,browser,german-cranequin-crossbow-1544,2.885418322519561,2.885418322519561,0.737,0.737,0.45214787572181997,0.7017960996826976,0.737,Named/default recipe; see historical assessment for provenance
browser,browser,central-composite-arbalest,2.114891547104687,2.114891547104687,0.885,0.885,0.4616826323337436,0.5700436798644212,0.885,Named/default recipe; see historical assessment for provenance
browser,browser,light-target-crossbow-comparative,1.6968668067095363,1.6968668067095363,0.655,0.655,0.3939204302476154,0.3144965869870048,0.655,Named/default recipe; see historical assessment for provenance
browser,browser,crossbow-bolt-1544,0.06132119909221259,0.06132119909221259,0.47624999999999995,0.47624999999999995,0.25439826879305144,0.005511992360671152,0.475,Named/default recipe; see historical assessment for provenance
browser,browser,bolt-quiver-1544,0.4803141366122444,0.4803141366122444,0.449,0.449,0.20620812823703946,0.03164002070150149,0.449,Named/default recipe; see historical assessment for provenance
browser,browser,peter-peck-double-wheellock-pistol-1545,2.450825308662025,2.450825308662025,0.492,0.492,0.26063149493172544,0.20324919558068327,0.492,Named/default recipe; see historical assessment for provenance
browser,browser,german-matchlock-arquebus-16c,6.329457621262603,6.329457621262603,1.603,1.603,0.7948237067526125,5.345461091817419,1.603,Named/default recipe; see historical assessment for provenance
browser,browser,single-wheellock-pistol-study,1.668689286625744,1.668689286625744,0.47,0.47,0.22510390818269152,0.10532460419166427,0.47,Named/default recipe; see historical assessment for provenance
browser,browser,lead-round-ball,0.008656442942127364,0.008656442942127364,0.0114,0.0114,0.01139999999999994,1.2364113570008554e-06,0.0171,Named/default recipe; see historical assessment for provenance
browser,browser,small-arms-ball-pouch,0.24665160450731824,0.24665160450731824,0.17596453899019132,0.17596453899019132,0.07097669674323275,0.002077778220366256,0.17596453899019132,Named/default recipe; see historical assessment for provenance
browser,browser,halberd-1540,4.574995052877886,3.3836925869842296,2.16,2.126,1.160675710123174,5.527072817390848,1.761,Named/default recipe; see historical assessment for provenance
browser,browser,lucerne-hammer,6.163775957183958,3.2589183362427177,2.075,2.041,1.1097630041263327,4.8737788239193245,1.692,Named/default recipe; see historical assessment for provenance
browser,browser,pollaxe,5.963685007920842,3.5032911143343415,1.755,1.7209999999999999,0.973293427255401,3.898676804214306,1.424,Named/default recipe; see historical assessment for provenance
browser,browser,kriegsspiess,3.2913417512370144,3.5078414752547635,3.6350000000000002,4.9510000000000005,2.306708455722244,27.028563401465664,4.5,Named/default recipe; see historical assessment for provenance
browser,browser,short-spear,2.7606516193240944,1.858880882067596,2.065,2.0309999999999997,0.8657168872888439,2.05584983767696,1.6859999999999997,Named/default recipe; see historical assessment for provenance
browser,browser,partisan,9.110939872903197,3.2822425895509437,2.2350000000000003,2.201,1.1649701786015556,5.5636568813535785,1.844,Named/default recipe; see historical assessment for provenance
browser,browser,glaive,9.349237757234162,3.380616274729841,2.295,2.2609999999999997,1.1480069532599222,5.530474120722842,1.9159999999999997,Named/default recipe; see historical assessment for provenance
browser,browser,hooked-bill,9.295467496560134,3.4863108578331596,2.245,2.211,1.2301002023744647,6.419394915843228,1.8439999999999999,Named/default recipe; see historical assessment for provenance
browser,browser,military-fork,8.299913521201994,3.171421373618907,2.285,2.251,1.1705601575281235,5.513435553423129,1.878,Named/default recipe; see historical assessment for provenance
browser,browser,landsknecht-longsword,1.7177632314158382,1.3613801083390582,1.38,1.23,0.10270650327382047,0.10316734660254465,1.005,Named/default recipe; see historical assessment for provenance
browser,browser,zweihander,4.249873969148618,3.441948505542225,1.76,1.76,0.07378198531614172,0.4800188917966312,1.335,Named/default recipe; see historical assessment for provenance
browser,browser,katzbalger,1.2683231423197059,1.1715360398744568,0.835,0.811,0.1510814334114069,0.07122812996922609,0.7300000000000001,Named/default recipe; see historical assessment for provenance
browser,browser,grosse-messer,4.783494228758249,1.3788203566809885,1.115,1.095,0.09615852876220343,0.07676425328757411,0.8899999999999999,Named/default recipe; see historical assessment for provenance
browser,browser,dussack,3.3803502357613806,0.7190710736289836,0.877,0.7769999999999999,0.09760512530734919,0.03272681366836606,0.6399999999999999,Named/default recipe; see historical assessment for provenance
browser,browser,estoc,2.0436298458313766,1.376654472815527,1.3900000000000001,1.31,0.08712416281797186,0.10640769855507454,1.1,Named/default recipe; see historical assessment for provenance
browser,browser,rondel-dagger,0.8447414219838278,0.39015703903349114,0.525,0.45,0.026536877013935367,0.003820917899691913,0.374,Named/default recipe; see historical assessment for provenance
browser,browser,reitschwert-1540,2.207592890248919,1.2239654714904182,1.11,1.04,0.12349072694776915,0.06985459820332614,0.93,Named/default recipe; see historical assessment for provenance
browser,browser,reiter-war-hammer,2.5677495053825,1.3921300385667514,0.653,0.49500000000000005,0.1929386920942618,0.07484980075651808,0.31400000000000006,Named/default recipe; see historical assessment for provenance
browser,browser,hand-axe,2.5120085554377933,1.4915972589058824,0.7914000000000001,0.6477999999999999,0.30752286089130826,0.18429045523819895,0.46679999999999994,Named/default recipe; see historical assessment for provenance
browser,browser,flanged-mace,3.5839669065096387,1.336325245471955,0.716,0.5960000000000001,0.11893546327591353,0.07190046496415478,0.4160000000000001,Named/default recipe; see historical assessment for provenance
browser,browser,gothic-flanged-mace,3.837367935795857,1.484666462489202,1.033,0.693,0.1462168818330119,0.11021638568839809,0.5129999999999999,Named/default recipe; see historical assessment for provenance
browser,browser,buckler,2.0304253742197904,2.0304253742197904,0.36594034586665863,0.36594034586665863,-7.022288817689315e-18,0.028483913676500876,0.18297017293332932,Named/default recipe; see historical assessment for provenance
browser,browser,targe,2.5963903346463253,2.5963903346463253,0.5157552713720969,0.5157552713720969,-1.1692256139032877e-18,0.07367307294767027,0.25787763568604843,Named/default recipe; see historical assessment for provenance
browser,browser,round-shield,4.834567805629122,4.834567805629122,0.6379383594426712,0.6379383594426712,-2.117018298170564e-17,0.2023570330562838,0.3189691797213356,Named/default recipe; see historical assessment for provenance
browser,browser,heater-shield,2.9844170081422847,2.9844170081422847,0.661375,0.661375,-0.03253854851495695,0.12809813286157776,0.254375,Named/default recipe; see historical assessment for provenance
browser,browser,pavise,4.6177673168042865,4.6177673168042865,1.0664347826086957,1.0664347826086957,0.03245681503188495,0.48801230662952455,0.5840000000000001,Named/default recipe; see historical assessment for provenance
browser,browser,kite-shield,5.246587824325927,5.246587824325927,1.0736774193548388,1.0736774193548388,0.013657082596723422,0.4033228809455296,0.44567741935483873,Named/default recipe; see historical assessment for provenance
browser,browser,roman-tower-shield,10.677900595426694,10.677900595426694,1.0658283443873573,1.0658283443873573,-6.035861892181749e-17,1.18938931555257,0.5329141721936786,Named/default recipe; see historical assessment for provenance
browser,assembly,wooden-polearm--flanged-mace,,3.0823325015886742,,1.9909999999999999,1.1340933497649692,5.0191954557209995,1.626,Construction study; not period certified
browser,assembly,wooden-polearm--halberd,,3.5249149043440715,,2.126,1.1412554117717335,5.6352740438438715,1.761,Construction study; not period certified
browser,assembly,wooden-polearm--spear,,1.9552631472153008,,2.131,0.9057539464376327,2.378257415927592,1.7659999999999998,Construction study; not period certified
browser,assembly,wooden-polearm--hammer,,2.959913233750723,,1.9122,1.1009918754386825,4.584178167358929,1.5472,Construction study; not period certified
browser,assembly,wooden-polearm--axe,,2.276162618956022,,1.8978,0.9776598237053598,3.017660970234995,1.5328,Construction study; not period certified
browser,assembly,wooden-polearm--beak,,2.202529533750731,,1.9122,0.9634411053954757,2.8764764281393056,1.5472,Construction study; not period certified
browser,assembly,wooden-polearm--fork,,2.977315584750724,,2.211,1.1446266175826008,5.014987861416432,1.8459999999999999,Construction study; not period certified
browser,assembly,wooden-polearm--bill,,3.3888657510274123,,2.201,1.204711847435676,6.128952604230709,1.836,Construction study; not period certified
browser,assembly,wooden-polearm--glaive,,3.2347249010776684,,2.361,1.200125611629493,5.893903827392716,1.9960000000000002,Construction study; not period certified
browser,assembly,wooden-polearm--partisan,,3.1475660521889877,,2.241,1.180566582058055,5.566042615272458,1.8760000000000001,Construction study; not period certified
browser,assembly,steel-one-hand--flanged-mace,,1.3731436750309178,,0.63,0.1577453354966803,0.08398787201659424,0.45,Construction study; not period certified
browser,assembly,steel-one-hand--halberd,,2.7211193391684034,,0.7686,0.20316571069712414,0.19282713539493782,0.585,Construction study; not period certified
browser,assembly,steel-one-hand--spear,,1.2122750816148815,,0.77,0.1325797902267402,0.06522808561685765,0.5900000000000001,Construction study; not period certified
browser,assembly,steel-one-hand--hammer,,2.1561176685750154,,0.5512,0.21023542796562295,0.15727385229716245,0.37120000000000003,Construction study; not period certified
browser,assembly,steel-one-hand--axe,,1.6851933022937862,,0.5368,0.16304563071570938,0.08979003788144789,0.35680000000000006,Construction study; not period certified
browser,assembly,steel-one-hand--beak,,1.3987339685750213,,0.5512,0.14809293471877194,0.07595969324875432,0.37120000000000003,Construction study; not period certified
browser,assembly,steel-one-hand--fork,,2.1735200195750233,,0.8500000000000001,0.267723046333428,0.2615279561588868,0.6700000000000002,Construction study; not period certified
browser,assembly,steel-one-hand--bill,,2.6002720607455405,,0.8400000000000001,0.2984340018452659,0.35874306748047485,0.6600000000000001,Construction study; not period certified
browser,assembly,steel-one-hand--glaive,,2.415727461008143,,1.0,0.31046007275057197,0.38024386677223265,0.8200000000000001,Construction study; not period certified
browser,assembly,steel-one-hand--partisan,,2.374174236800938,,0.88,0.2933728418669967,0.32555102372316574,0.7,Construction study; not period certified
